City,Festival,elasticity,ci_low,ci_high
Hamilton,No,-1.142829561472673,-2.110199273512266,-0.17545984943307968
Hamilton,Yes,4.27765679667833,-5.048062214683026,13.603375808039686
London,No,-0.2080834239541224,-0.6322419877236257,0.21607513981538093
London,Yes,1.1813641700169912,-3.1995428188722297,5.562271158906212
Toronto,No,-0.5640065468206549,-1.072668165971601,-0.05534492766970878
Toronto,Yes,0.3724596629464159,-3.911204441644715,4.656123767537547
Waterloo,No,-3.3349442839513865,-6.363185430771677,-0.3067031371310964
Waterloo,Yes,0.0039803652571305725,-3.2583047672320773,3.2662654977463386
