long,lat,group,csd_code
-80.034429,43.47094570000001,3525005_2,3525005
-80.0344313,43.4709438,3525005_2,3525005
-80.0372481,43.4687568,3525005_2,3525005
-80.0372726,43.46873780000001,3525005_2,3525005
-80.03745529999999,43.4685971,3525005_2,3525005
-80.03766980000002,43.4684319,3525005_2,3525005
-80.0380004,43.4681771,3525005_2,3525005
-80.0380069,43.4681721,3525005_2,3525005
-80.0382994,43.4679467,3525005_2,3525005
-80.0420944,43.4650225,3525005_2,3525005
-80.042169,43.46496489999999,3525005_2,3525005
-80.0423701,43.464809700000004,3525005_2,3525005
-80.042385,43.4648019,3525005_2,3525005
-80.04261389999999,43.46468149999999,3525005_2,3525005
-80.04294639999999,43.4645066,3525005_2,3525005
-80.0431843,43.4643815,3525005_2,3525005
-80.04339139999999,43.4642711,3525005_2,3525005
-80.0437716,43.463997899999995,3525005_2,3525005
-80.0441398,43.4637321,3525005_2,3525005
-80.0511257,43.45850009999999,3525005_2,3525005
-80.05150789999999,43.458213799999996,3525005_2,3525005
-80.0519316,43.457896399999996,3525005_2,3525005
-80.0520288,43.45778149999999,3525005_2,3525005
-80.0523855,43.4575197,3525005_2,3525005
-80.0564584,43.4545473,3525005_2,3525005
-80.0564634,43.45452780000001,3525005_2,3525005
-80.0564789,43.4544999,3525005_2,3525005
-80.05649989999999,43.4544741,3525005_2,3525005
-80.0565263,43.4544512,3525005_2,3525005
-80.0565568,43.45443149999999,3525005_2,3525005
-80.05851439999999,43.453065900000006,3525005_2,3525005
-80.0585756,43.4530214,3525005_2,3525005
-80.06641859999999,43.447457,3525005_2,3525005
-80.06736959999999,43.44678210000001,3525005_2,3525005
-80.0674181,43.446746,3525005_2,3525005
-80.06771379999999,43.4465255,3525005_2,3525005
-80.06772629999999,43.44652179999999,3525005_2,3525005
-80.06786269999999,43.4464694,3525005_2,3525005
-80.0679746,43.4463987,3525005_2,3525005
-80.07198609999999,43.443468,3525005_2,3525005
-80.0742447,43.441880999999995,3525005_2,3525005
-80.07503679999999,43.441327699999995,3525005_2,3525005
-80.07591,43.440717799999994,3525005_2,3525005
-80.0777153,43.4394233,3525005_2,3525005
-80.0795205,43.4381288,3525005_2,3525005
-80.0836099,43.4352692,3525005_2,3525005
-80.0836487,43.4352455,3525005_2,3525005
-80.08368209999999,43.4352178,3525005_2,3525005
-80.08371129999999,43.435187899999995,3525005_2,3525005
-80.08373519999999,43.4351562,3525005_2,3525005
-80.0837548,43.4351213,3525005_2,3525005
-80.0837635,43.4350963,3525005_2,3525005
-80.0837677,43.4350864,3525005_2,3525005
-80.08377519999999,43.435049400000004,3525005_2,3525005
-80.08377569999999,43.4350124,3525005_2,3525005
-80.0837707,43.4349764,3525005_2,3525005
-80.0837604,43.4349403,3525005_2,3525005
-80.08306929999999,43.4326566,3525005_2,3525005
-80.0826292,43.431202400000004,3525005_2,3525005
-80.0824715,43.4306468,3525005_2,3525005
-80.08123789999999,43.426440899999996,3525005_2,3525005
-80.0810782,43.4263766,3525005_2,3525005
-80.08102029999999,43.426124,3525005_2,3525005
-80.0805046,43.424283,3525005_2,3525005
-80.07965829999999,43.421430799999996,3525005_2,3525005
-80.07884349999999,43.418948,3525005_2,3525005
-80.0785605,43.4180633,3525005_2,3525005
-80.0799217,43.4179032,3525005_2,3525005
-80.0807761,43.417766,3525005_2,3525005
-80.0920938,43.4159295,3525005_2,3525005
-80.0924158,43.415878,3525005_2,3525005
-80.1023457,43.4142906,3525005_2,3525005
-80.1026104,43.4142483,3525005_2,3525005
-80.1068029,43.413578099999995,3525005_2,3525005
-80.10840019999999,43.413311400000005,3525005_2,3525005
-80.1128825,43.412553900000006,3525005_2,3525005
-80.1199522,43.41138399999999,3525005_2,3525005
-80.12106659999999,43.4111944,3525005_2,3525005
-80.1261303,43.41035979999999,3525005_2,3525005
-80.12613309999999,43.410359299999996,3525005_2,3525005
-80.12902729999999,43.409877699999996,3525005_2,3525005
-80.1352421,43.4088533,3525005_2,3525005
-80.13834949999999,43.4083365,3525005_2,3525005
-80.14435379999999,43.40732810000001,3525005_2,3525005
-80.1447994,43.40725940000001,3525005_2,3525005
-80.1526606,43.4059222,3525005_2,3525005
-80.16106529999999,43.40455250000001,3525005_2,3525005
-80.1639738,43.404096599999995,3525005_2,3525005
-80.1685042,43.403337199999996,3525005_2,3525005
-80.1697542,43.403139200000005,3525005_2,3525005
-80.1711282,43.402906,3525005_2,3525005
-80.1802378,43.401404899999996,3525005_2,3525005
-80.1818713,43.401146499999996,3525005_2,3525005
-80.1853733,43.400613199999995,3525005_2,3525005
-80.18963049999999,43.3999321,3525005_2,3525005
-80.1943086,43.39916379999999,3525005_2,3525005
-80.19465509999999,43.3991122,3525005_2,3525005
-80.1982441,43.3985161,3525005_2,3525005
-80.2012473,43.3980241,3525005_2,3525005
-80.20467819999999,43.3975185,3525005_2,3525005
-80.202855,43.3913237,3525005_2,3525005
-80.2018963,43.388314099999995,3525005_2,3525005
-80.20143829999999,43.386793999999995,3525005_2,3525005
-80.2013885,43.3866358,3525005_2,3525005
-80.1963419,43.3706098,3525005_2,3525005
-80.1951571,43.3651477,3525005_2,3525005
-80.1951131,43.365041999999995,3525005_2,3525005
-80.1946306,43.3637686,3525005_2,3525005
-80.1916239,43.355831599999995,3525005_2,3525005
-80.1915631,43.355636000000004,3525005_2,3525005
-80.19146169999999,43.35536339999999,3525005_2,3525005
-80.1904739,43.352731799999994,3525005_2,3525005
-80.1876031,43.3432345,3525005_2,3525005
-80.19252159999999,43.3424008,3525005_2,3525005
-80.2007117,43.341239099999996,3525005_2,3525005
-80.2027334,43.340930099999994,3525005_2,3525005
-80.2133762,43.3393024,3525005_2,3525005
-80.2186516,43.33844560000001,3525005_2,3525005
-80.2312561,43.33639699999999,3525005_2,3525005
-80.23345859999999,43.3360388,3525005_2,3525005
-80.2359505,43.3356316,3525005_2,3525005
-80.2375833,43.3353648,3525005_2,3525005
-80.24326169999999,43.334375200000004,3525005_2,3525005
-80.24848620000002,43.333585799999994,3525005_2,3525005
-80.24706499999999,43.3296222,3525005_2,3525005
-80.2470629,43.3296164,3525005_2,3525005
-80.2451178,43.32435050000001,3525005_2,3525005
-80.2450885,43.3243296,3525005_2,3525005
-80.2444496,43.3226465,3525005_2,3525005
-80.24381129999999,43.3209096,3525005_2,3525005
-80.2390988,43.30820109999999,3525005_2,3525005
-80.2389046,43.307544799999995,3525005_2,3525005
-80.2384348,43.3065339,3525005_2,3525005
-80.2378169,43.3045176,3525005_2,3525005
-80.2333209,43.293477499999995,3525005_2,3525005
-80.2332668,43.293149199999995,3525005_2,3525005
-80.23306819999999,43.292631500000006,3525005_2,3525005
-80.23295,43.2923233,3525005_2,3525005
-80.2322605,43.29066460000001,3525005_2,3525005
-80.2310514,43.28744419999999,3525005_2,3525005
-80.2310378,43.287408,3525005_2,3525005
