long,lat,group
-79.4964085,43.589273200000015,1
-79.4950387,43.590916,1
-79.4945133,43.591546,1
-79.4941129,43.59202609999999,1
-79.4934761,43.5927897,1
-79.4907525,43.5953581,1
-79.4904186,43.595673,1
-79.4838389,43.6018761,1
-79.47691499999999,43.6084016,1
-79.47552189999999,43.61005730000001,1
-79.4728512,43.613230900000005,1
-79.4703644,43.61618569999999,1
-79.4699037,43.616732899999995,1
-79.4686552,43.6182163,1
-79.4681628,43.6188011,1
-79.46736489999999,43.619748999999985,1
-79.4673179,43.6198048,1
-79.466973,43.6202145,1
-79.46375920000001,43.623671300000005,1
-79.46493149999999,43.6252288,1
-79.4649424,43.6252433,1
-79.465734,43.6262949,1
-79.46967719999999,43.631532599999986,1
-79.46967699999999,43.63153279999998,1
-79.4695034,43.6316541,1
-79.46733929999999,43.6331612,1
-79.46347589999999,43.63407159999999,1
-79.4580556,43.6353485,1
-79.4551542,43.635451,1
-79.4531119,43.635157700000015,1
-79.4467633,43.6342455,1
-79.4413312,43.6319789,1
-79.4342673,43.6290305,1
-79.42567199999999,43.62548180000001,1
-79.4251938,43.6255625,1
-79.4248722,43.6247826,1
-79.4165158,43.626158499999995,1
-79.41651449999999,43.6261583,1
-79.4130265,43.626594,1
-79.4117172,43.6267575,1
-79.4116738,43.6267764,1
-79.4083783,43.6272758,1
-79.4061419,43.62761460000001,1
-79.4061093,43.6276379,1
-79.4059896,43.6272981,1
-79.4052799,43.6252824,1
-79.4010047,43.62597430000001,1
-79.394611,43.619271399999995,1
-79.39313229999999,43.6122476,1
-79.38963059999999,43.6103651,1
-79.38367269999999,43.610382799999996,1
-79.3761519,43.6133148,1
-79.37090789999999,43.6144064,1
-79.3679765,43.6169696,1
-79.3606585,43.62211610000001,1
-79.35597709999999,43.6253706,1
-79.3494573,43.6182026,1
-79.3441971,43.6124665,1
-79.34416,43.6124261,1
-79.3437395,43.6108093,1
-79.343018,43.6111806,1
-79.3428008,43.6112816,1
-79.33928639999999,43.61291409999999,1
-79.3303273,43.6218016,1
-79.3264847,43.6262449,1
-79.3165782,43.626092699999994,1
-79.318468,43.6466388,1
-79.3184866,43.6468406,1
-79.3142069,43.6483102,1
-79.31347769999999,43.648560499999995,1
-79.3057934,43.653916599999995,1
-79.3045705,43.6547689,1
-79.30312049999999,43.6557792,1
-79.3008287,43.65737610000001,1
-79.2994602,43.6600689,1
-79.2980156,43.662910999999994,1
-79.2978749,43.6631877,1
-79.2975364,43.6638537,1
-79.29359869999999,43.665978800000005,1
-79.2933338,43.6661217,1
-79.292581,43.6665279,1
-79.29224889999999,43.66670709999998,1
-79.2915625,43.6669297,1
-79.29050029999999,43.6672741,1
-79.2891382,43.6677158,1
-79.28811259999999,43.668048299999995,1
-79.285984,43.668738399999995,1
